country,year,activity,activity_group,time_label,hour,minutes_since_midnight,value
Estonia,2010,Travel to/from work/study,Commute,From 05:10 to 05:19,5.166666666666667,310.0,0.3
Estonia,2010,Travel to/from work/study,Commute,From 05:20 to 05:29,5.333333333333333,320.0,0.3
Estonia,2010,Travel to/from work/study,Commute,From 05:30 to 05:39,5.5,330.0,0.6
Estonia,2010,Travel to/from work/study,Commute,From 05:40 to 05:49,5.666666666666667,340.0,0.7
Estonia,2010,Travel to/from work/study,Commute,From 05:50 to 05:59,5.833333333333333,350.0,0.8
Estonia,2010,Travel to/from work/study,Commute,From 06:00 to 06:09,6.0,360.0,0.7
Estonia,2010,Travel to/from work/study,Commute,From 06:10 to 06:19,6.166666666666667,370.0,0.8
Estonia,2010,Travel to/from work/study,Commute,From 06:20 to 06:29,6.333333333333333,380.0,1.3
Estonia,2010,Travel to/from work/study,Commute,From 06:30 to 06:39,6.5,390.0,1.6
Estonia,2010,Travel to/from work/study,Commute,From 06:40 to 06:49,6.666666666666667,400.0,2.1
Estonia,2010,Travel to/from work/study,Commute,From 06:50 to 06:59,6.833333333333333,410.0,2.7
Estonia,2010,Travel to/from work/study,Commute,From 07:00 to 07:09,7.0,420.0,3.3
Estonia,2010,Travel to/from work/study,Commute,From 07:10 to 07:19,7.166666666666667,430.0,4.3
Estonia,2010,Travel to/from work/study,Commute,From 07:20 to 07:29,7.333333333333333,440.0,4.3
Estonia,2010,Travel to/from work/study,Commute,From 07:30 to 07:39,7.5,450.0,9.0
Estonia,2010,Travel to/from work/study,Commute,From 07:40 to 07:49,7.666666666666667,460.0,10.4
Estonia,2010,Travel to/from work/study,Commute,From 07:50 to 07:59,7.833333333333333,470.0,9.8
Estonia,2010,Travel to/from work/study,Commute,From 08:00 to 08:09,8.0,480.0,5.1
Estonia,2010,Travel to/from work/study,Commute,From 08:10 to 08:19,8.166666666666666,490.0,5.0
Estonia,2010,Travel to/from work/study,Commute,From 08:20 to 08:29,8.333333333333334,500.0,4.6
Estonia,2010,Travel to/from work/study,Commute,From 08:30 to 08:39,8.5,510.0,4.4
Estonia,2010,Travel to/from work/study,Commute,From 08:40 to 08:49,8.666666666666666,520.0,4.4
Estonia,2010,Travel to/from work/study,Commute,From 08:50 to 08:59,8.833333333333334,530.0,4.4
Estonia,2010,Travel to/from work/study,Commute,From 09:00 to 09:09,9.0,540.0,2.4
Estonia,2010,Travel to/from work/study,Commute,From 09:10 to 09:19,9.166666666666666,550.0,2.2
Estonia,2010,Travel to/from work/study,Commute,From 09:20 to 09:29,9.333333333333334,560.0,2.1
Estonia,2010,Travel to/from work/study,Commute,From 09:30 to 09:39,9.5,570.0,1.8
Estonia,2010,Travel to/from work/study,Commute,From 09:40 to 09:49,9.666666666666666,580.0,1.8
Estonia,2010,Travel to/from work/study,Commute,From 09:50 to 09:59,9.833333333333334,590.0,1.6
Estonia,2010,Travel to/from work/study,Commute,From 10:00 to 10:09,10.0,600.0,0.9
Estonia,2010,Travel to/from work/study,Commute,From 10:10 to 10:19,10.166666666666666,610.0,0.8
Estonia,2010,Travel to/from work/study,Commute,From 10:20 to 10:29,10.333333333333334,620.0,0.7
Estonia,2010,Travel to/from work/study,Commute,From 10:30 to 10:39,10.5,630.0,0.7
Estonia,2010,Travel to/from work/study,Commute,From 10:40 to 10:49,10.666666666666666,640.0,0.7
Estonia,2010,Travel to/from work/study,Commute,From 10:50 to 10:59,10.833333333333334,650.0,0.9
Estonia,2010,Travel to/from work/study,Commute,From 11:00 to 11:09,11.0,660.0,0.8
Estonia,2010,Travel to/from work/study,Commute,From 11:10 to 11:19,11.166666666666666,670.0,0.7
Estonia,2010,Travel to/from work/study,Commute,From 11:20 to 11:29,11.333333333333334,680.0,0.8
Estonia,2010,Travel to/from work/study,Commute,From 11:30 to 11:39,11.5,690.0,1.0
Estonia,2010,Travel to/from work/study,Commute,From 11:40 to 11:49,11.666666666666666,700.0,1.1
Estonia,2010,Travel to/from work/study,Commute,From 11:50 to 11:59,11.833333333333334,710.0,1.4
Estonia,2010,Travel to/from work/study,Commute,From 12:00 to 12:09,12.0,720.0,2.4
Estonia,2010,Travel to/from work/study,Commute,From 12:10 to 12:19,12.166666666666666,730.0,1.4
Estonia,2010,Travel to/from work/study,Commute,From 12:20 to 12:29,12.333333333333334,740.0,1.2
Estonia,2010,Travel to/from work/study,Commute,From 12:30 to 12:39,12.5,750.0,1.4
Estonia,2010,Travel to/from work/study,Commute,From 12:40 to 12:49,12.666666666666666,760.0,1.4
Estonia,2010,Travel to/from work/study,Commute,From 12:50 to 12:59,12.833333333333334,770.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 13:00 to 13:09,13.0,780.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 13:10 to 13:19,13.166666666666666,790.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 13:20 to 13:29,13.333333333333334,800.0,1.7
Estonia,2010,Travel to/from work/study,Commute,From 13:30 to 13:39,13.5,810.0,1.5
Estonia,2010,Travel to/from work/study,Commute,From 13:40 to 13:49,13.666666666666666,820.0,1.8
Estonia,2010,Travel to/from work/study,Commute,From 13:50 to 13:59,13.833333333333334,830.0,1.9
Estonia,2010,Travel to/from work/study,Commute,From 14:00 to 14:09,14.0,840.0,2.5
Estonia,2010,Travel to/from work/study,Commute,From 14:10 to 14:19,14.166666666666666,850.0,2.4
Estonia,2010,Travel to/from work/study,Commute,From 14:20 to 14:29,14.333333333333334,860.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 14:30 to 14:39,14.5,870.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 14:40 to 14:49,14.666666666666666,880.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 14:50 to 14:59,14.833333333333334,890.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 15:00 to 15:09,15.0,900.0,2.7
Estonia,2010,Travel to/from work/study,Commute,From 15:10 to 15:19,15.166666666666666,910.0,2.6
Estonia,2010,Travel to/from work/study,Commute,From 15:20 to 15:29,15.333333333333334,920.0,2.4
Estonia,2010,Travel to/from work/study,Commute,From 15:30 to 15:39,15.5,930.0,2.3
Estonia,2010,Travel to/from work/study,Commute,From 15:40 to 15:49,15.666666666666666,940.0,2.3
Estonia,2010,Travel to/from work/study,Commute,From 15:50 to 15:59,15.833333333333334,950.0,2.7
Estonia,2010,Travel to/from work/study,Commute,From 16:00 to 16:09,16.0,960.0,3.9
Estonia,2010,Travel to/from work/study,Commute,From 16:10 to 16:19,16.166666666666668,970.0,3.9
Estonia,2010,Travel to/from work/study,Commute,From 16:20 to 16:29,16.333333333333332,980.0,3.1
Estonia,2010,Travel to/from work/study,Commute,From 16:30 to 16:39,16.5,990.0,4.4
Estonia,2010,Travel to/from work/study,Commute,From 16:40 to 16:49,16.666666666666668,1000.0,4.1
Estonia,2010,Travel to/from work/study,Commute,From 16:50 to 16:59,16.833333333333332,1010.0,3.7
Estonia,2010,Travel to/from work/study,Commute,From 17:00 to 17:09,17.0,1020.0,6.6
Estonia,2010,Travel to/from work/study,Commute,From 17:10 to 17:19,17.166666666666668,1030.0,6.1
Estonia,2010,Travel to/from work/study,Commute,From 17:20 to 17:29,17.333333333333332,1040.0,5.4
Estonia,2010,Travel to/from work/study,Commute,From 17:30 to 17:39,17.5,1050.0,4.3
Estonia,2010,Travel to/from work/study,Commute,From 17:40 to 17:49,17.666666666666668,1060.0,4.3
Estonia,2010,Travel to/from work/study,Commute,From 17:50 to 17:59,17.833333333333332,1070.0,2.9
Estonia,2010,Travel to/from work/study,Commute,From 18:00 to 18:09,18.0,1080.0,3.8
Estonia,2010,Travel to/from work/study,Commute,From 18:10 to 18:19,18.166666666666668,1090.0,3.1
Estonia,2010,Travel to/from work/study,Commute,From 18:20 to 18:29,18.333333333333332,1100.0,2.3
Estonia,2010,Travel to/from work/study,Commute,From 18:30 to 18:39,18.5,1110.0,1.8
Estonia,2010,Travel to/from work/study,Commute,From 18:40 to 18:49,18.666666666666668,1120.0,1.8
Estonia,2010,Travel to/from work/study,Commute,From 18:50 to 18:59,18.833333333333332,1130.0,1.6
Estonia,2010,Travel to/from work/study,Commute,From 19:00 to 19:09,19.0,1140.0,2.0
Estonia,2010,Travel to/from work/study,Commute,From 19:10 to 19:19,19.166666666666668,1150.0,1.7
Estonia,2010,Travel to/from work/study,Commute,From 19:20 to 19:29,19.333333333333332,1160.0,1.5
Estonia,2010,Travel to/from work/study,Commute,From 19:30 to 19:39,19.5,1170.0,1.2
Estonia,2010,Travel to/from work/study,Commute,From 19:40 to 19:49,19.666666666666668,1180.0,1.0
Estonia,2010,Travel to/from work/study,Commute,From 19:50 to 19:59,19.833333333333332,1190.0,0.8
Estonia,2010,Travel to/from work/study,Commute,From 20:00 to 20:09,20.0,1200.0,1.5
Estonia,2010,Travel to/from work/study,Commute,From 20:10 to 20:19,20.166666666666668,1210.0,1.3
Estonia,2010,Travel to/from work/study,Commute,From 20:20 to 20:29,20.333333333333332,1220.0,1.2
Estonia,2010,Eating,Eating,From 04:00 to 04:09,4.0,240.0,0.1
Estonia,2010,Eating,Eating,From 04:10 to 04:19,4.166666666666667,250.0,0.1
Estonia,2010,Eating,Eating,From 04:20 to 04:29,4.333333333333333,260.0,0.1
Estonia,2010,Eating,Eating,From 04:30 to 04:39,4.5,270.0,0.1
Estonia,2010,Eating,Eating,From 04:40 to 04:49,4.666666666666667,280.0,0.2
Estonia,2010,Eating,Eating,From 04:50 to 04:59,4.833333333333333,290.0,0.4
Estonia,2010,Eating,Eating,From 05:00 to 05:09,5.0,300.0,0.5
Estonia,2010,Eating,Eating,From 05:10 to 05:19,5.166666666666667,310.0,0.4
Estonia,2010,Eating,Eating,From 05:20 to 05:29,5.333333333333333,320.0,0.6
Estonia,2010,Eating,Eating,From 05:30 to 05:39,5.5,330.0,0.5
Estonia,2010,Eating,Eating,From 05:40 to 05:49,5.666666666666667,340.0,0.6
Estonia,2010,Eating,Eating,From 05:50 to 05:59,5.833333333333333,350.0,0.9
Estonia,2010,Eating,Eating,From 06:00 to 06:09,6.0,360.0,1.3
Estonia,2010,Eating,Eating,From 06:10 to 06:19,6.166666666666667,370.0,1.8
Estonia,2010,Eating,Eating,From 06:20 to 06:29,6.333333333333333,380.0,2.7
Estonia,2010,Eating,Eating,From 06:30 to 06:39,6.5,390.0,3.2
Estonia,2010,Eating,Eating,From 06:40 to 06:49,6.666666666666667,400.0,3.8
Estonia,2010,Eating,Eating,From 06:50 to 06:59,6.833333333333333,410.0,4.5
Estonia,2010,Eating,Eating,From 07:00 to 07:09,7.0,420.0,6.3
Estonia,2010,Eating,Eating,From 07:10 to 07:19,7.166666666666667,430.0,7.2
Estonia,2010,Eating,Eating,From 07:20 to 07:29,7.333333333333333,440.0,7.2
Estonia,2010,Eating,Eating,From 07:30 to 07:39,7.5,450.0,8.9
Estonia,2010,Eating,Eating,From 07:40 to 07:49,7.666666666666667,460.0,8.1
Estonia,2010,Eating,Eating,From 07:50 to 07:59,7.833333333333333,470.0,8.7
Estonia,2010,Eating,Eating,From 08:00 to 08:09,8.0,480.0,8.1
Estonia,2010,Eating,Eating,From 08:10 to 08:19,8.166666666666666,490.0,8.2
Estonia,2010,Eating,Eating,From 08:20 to 08:29,8.333333333333334,500.0,9.0
Estonia,2010,Eating,Eating,From 08:30 to 08:39,8.5,510.0,9.4
Estonia,2010,Eating,Eating,From 08:40 to 08:49,8.666666666666666,520.0,8.7
Estonia,2010,Eating,Eating,From 08:50 to 08:59,8.833333333333334,530.0,8.7
Estonia,2010,Eating,Eating,From 09:00 to 09:09,9.0,540.0,8.7
Estonia,2010,Eating,Eating,From 09:10 to 09:19,9.166666666666666,550.0,9.2
Estonia,2010,Eating,Eating,From 09:20 to 09:29,9.333333333333334,560.0,9.2
Estonia,2010,Eating,Eating,From 09:30 to 09:39,9.5,570.0,9.0
Estonia,2010,Eating,Eating,From 09:40 to 09:49,9.666666666666666,580.0,8.2
Estonia,2010,Eating,Eating,From 09:50 to 09:59,9.833333333333334,590.0,7.4
Estonia,2010,Eating,Eating,From 10:00 to 10:09,10.0,600.0,6.2
Estonia,2010,Eating,Eating,From 10:10 to 10:19,10.166666666666666,610.0,6.1
Estonia,2010,Eating,Eating,From 10:20 to 10:29,10.333333333333334,620.0,6.5
Estonia,2010,Eating,Eating,From 10:30 to 10:39,10.5,630.0,5.9
Estonia,2010,Eating,Eating,From 10:40 to 10:49,10.666666666666666,640.0,5.2
Estonia,2010,Eating,Eating,From 10:50 to 10:59,10.833333333333334,650.0,5.1
Estonia,2010,Eating,Eating,From 11:00 to 11:09,11.0,660.0,5.0
Estonia,2010,Eating,Eating,From 11:10 to 11:19,11.166666666666666,670.0,5.1
Estonia,2010,Eating,Eating,From 11:20 to 11:29,11.333333333333334,680.0,4.8
Estonia,2010,Eating,Eating,From 11:30 to 11:39,11.5,690.0,4.7
Estonia,2010,Eating,Eating,From 11:40 to 11:49,11.666666666666666,700.0,5.3
Estonia,2010,Eating,Eating,From 11:50 to 11:59,11.833333333333334,710.0,7.2
Estonia,2010,Eating,Eating,From 12:00 to 12:09,12.0,720.0,12.6
Estonia,2010,Eating,Eating,From 12:10 to 12:19,12.166666666666666,730.0,13.5
Estonia,2010,Eating,Eating,From 12:20 to 12:29,12.333333333333334,740.0,12.6
Estonia,2010,Eating,Eating,From 12:30 to 12:39,12.5,750.0,10.6
Estonia,2010,Eating,Eating,From 12:40 to 12:49,12.666666666666666,760.0,9.6
Estonia,2010,Eating,Eating,From 12:50 to 12:59,12.833333333333334,770.0,9.6
Estonia,2010,Eating,Eating,From 13:00 to 13:09,13.0,780.0,10.3
Estonia,2010,Eating,Eating,From 13:10 to 13:19,13.166666666666666,790.0,10.3
Estonia,2010,Eating,Eating,From 13:20 to 13:29,13.333333333333334,800.0,10.7
Estonia,2010,Eating,Eating,From 13:30 to 13:39,13.5,810.0,9.0
Estonia,2010,Eating,Eating,From 13:40 to 13:49,13.666666666666666,820.0,8.4
Estonia,2010,Eating,Eating,From 13:50 to 13:59,13.833333333333334,830.0,9.3
Estonia,2010,Eating,Eating,From 14:00 to 14:09,14.0,840.0,11.6
Estonia,2010,Eating,Eating,From 14:10 to 14:19,14.166666666666666,850.0,11.1
Estonia,2010,Eating,Eating,From 14:20 to 14:29,14.333333333333334,860.0,11.0
Estonia,2010,Eating,Eating,From 14:30 to 14:39,14.5,870.0,9.5
Estonia,2010,Eating,Eating,From 14:40 to 14:49,14.666666666666666,880.0,9.5
Estonia,2010,Eating,Eating,From 14:50 to 14:59,14.833333333333334,890.0,9.3
Estonia,2010,Eating,Eating,From 15:00 to 15:09,15.0,900.0,9.2
Estonia,2010,Eating,Eating,From 15:10 to 15:19,15.166666666666666,910.0,8.3
Estonia,2010,Eating,Eating,From 15:20 to 15:29,15.333333333333334,920.0,7.4
Estonia,2010,Eating,Eating,From 15:30 to 15:39,15.5,930.0,6.7
Estonia,2010,Eating,Eating,From 15:40 to 15:49,15.666666666666666,940.0,6.3
Estonia,2010,Eating,Eating,From 15:50 to 15:59,15.833333333333334,950.0,6.4
Estonia,2010,Eating,Eating,From 16:00 to 16:09,16.0,960.0,6.5
Estonia,2010,Eating,Eating,From 16:10 to 16:19,16.166666666666668,970.0,6.5
Estonia,2010,Eating,Eating,From 16:20 to 16:29,16.333333333333332,980.0,5.7
Estonia,2010,Eating,Eating,From 16:30 to 16:39,16.5,990.0,5.6
Estonia,2010,Eating,Eating,From 16:40 to 16:49,16.666666666666668,1000.0,5.8
Estonia,2010,Eating,Eating,From 16:50 to 16:59,16.833333333333332,1010.0,6.4
Estonia,2010,Eating,Eating,From 17:00 to 17:09,17.0,1020.0,7.3
Estonia,2010,Eating,Eating,From 17:10 to 17:19,17.166666666666668,1030.0,7.5
Estonia,2010,Eating,Eating,From 17:20 to 17:29,17.333333333333332,1040.0,8.2
Estonia,2010,Eating,Eating,From 17:30 to 17:39,17.5,1050.0,8.7
Estonia,2010,Eating,Eating,From 17:40 to 17:49,17.666666666666668,1060.0,8.7
Estonia,2010,Eating,Eating,From 17:50 to 17:59,17.833333333333332,1070.0,10.8
Estonia,2010,Eating,Eating,From 18:00 to 18:09,18.0,1080.0,13.0
Estonia,2010,Eating,Eating,From 18:10 to 18:19,18.166666666666668,1090.0,13.2
Estonia,2010,Eating,Eating,From 18:20 to 18:29,18.333333333333332,1100.0,13.2
Estonia,2010,Eating,Eating,From 18:30 to 18:39,18.5,1110.0,12.1
Estonia,2010,Eating,Eating,From 18:40 to 18:49,18.666666666666668,1120.0,11.7
Estonia,2010,Eating,Eating,From 18:50 to 18:59,18.833333333333332,1130.0,11.8
Estonia,2010,Eating,Eating,From 19:00 to 19:09,19.0,1140.0,14.0
Estonia,2010,Eating,Eating,From 19:10 to 19:19,19.166666666666668,1150.0,13.2
Estonia,2010,Eating,Eating,From 19:20 to 19:29,19.333333333333332,1160.0,13.1
Estonia,2010,Eating,Eating,From 19:30 to 19:39,19.5,1170.0,12.0
Estonia,2010,Eating,Eating,From 19:40 to 19:49,19.666666666666668,1180.0,10.9
Estonia,2010,Eating,Eating,From 19:50 to 19:59,19.833333333333332,1190.0,10.4
Estonia,2010,Eating,Eating,From 20:00 to 20:09,20.0,1200.0,9.6
Estonia,2010,Eating,Eating,From 20:10 to 20:19,20.166666666666668,1210.0,9.2
Estonia,2010,Eating,Eating,From 20:20 to 20:29,20.333333333333332,1220.0,8.0
Estonia,2010,Household and family care and related travel,Household & family care,From 04:00 to 04:09,4.0,240.0,0.3
Estonia,2010,Household and family care and related travel,Household & family care,From 04:10 to 04:19,4.166666666666667,250.0,0.3
Estonia,2010,Household and family care and related travel,Household & family care,From 04:20 to 04:29,4.333333333333333,260.0,0.3
Estonia,2010,Household and family care and related travel,Household & family care,From 04:30 to 04:39,4.5,270.0,0.5
Estonia,2010,Household and family care and related travel,Household & family care,From 04:40 to 04:49,4.666666666666667,280.0,0.6
Estonia,2010,Household and family care and related travel,Household & family care,From 04:50 to 04:59,4.833333333333333,290.0,0.6
Estonia,2010,Household and family care and related travel,Household & family care,From 05:00 to 05:09,5.0,300.0,0.7
Estonia,2010,Household and family care and related travel,Household & family care,From 05:10 to 05:19,5.166666666666667,310.0,0.9
Estonia,2010,Household and family care and related travel,Household & family care,From 05:20 to 05:29,5.333333333333333,320.0,1.1
Estonia,2010,Household and family care and related travel,Household & family care,From 05:30 to 05:39,5.5,330.0,1.0
Estonia,2010,Household and family care and related travel,Household & family care,From 05:40 to 05:49,5.666666666666667,340.0,1.2
Estonia,2010,Household and family care and related travel,Household & family care,From 05:50 to 05:59,5.833333333333333,350.0,1.4
Estonia,2010,Household and family care and related travel,Household & family care,From 06:00 to 06:09,6.0,360.0,2.0
Estonia,2010,Household and family care and related travel,Household & family care,From 06:10 to 06:19,6.166666666666667,370.0,2.9
Estonia,2010,Household and family care and related travel,Household & family care,From 06:20 to 06:29,6.333333333333333,380.0,3.3
Estonia,2010,Household and family care and related travel,Household & family care,From 06:30 to 06:39,6.5,390.0,4.4
Estonia,2010,Household and family care and related travel,Household & family care,From 06:40 to 06:49,6.666666666666667,400.0,5.7
Estonia,2010,Household and family care and related travel,Household & family care,From 06:50 to 06:59,6.833333333333333,410.0,7.1
Estonia,2010,Household and family care and related travel,Household & family care,From 07:00 to 07:09,7.0,420.0,8.4
Estonia,2010,Household and family care and related travel,Household & family care,From 07:10 to 07:19,7.166666666666667,430.0,9.4
Estonia,2010,Household and family care and related travel,Household & family care,From 07:20 to 07:29,7.333333333333333,440.0,9.4
Estonia,2010,Household and family care and related travel,Household & family care,From 07:30 to 07:39,7.5,450.0,11.3
Estonia,2010,Household and family care and related travel,Household & family care,From 07:40 to 07:49,7.666666666666667,460.0,11.9
Estonia,2010,Household and family care and related travel,Household & family care,From 07:50 to 07:59,7.833333333333333,470.0,12.1
Estonia,2010,Household and family care and related travel,Household & family care,From 08:00 to 08:09,8.0,480.0,13.4
Estonia,2010,Household and family care and related travel,Household & family care,From 08:10 to 08:19,8.166666666666666,490.0,14.7
Estonia,2010,Household and family care and related travel,Household & family care,From 08:20 to 08:29,8.333333333333334,500.0,16.0
Estonia,2010,Household and family care and related travel,Household & family care,From 08:30 to 08:39,8.5,510.0,17.0
Estonia,2010,Household and family care and related travel,Household & family care,From 08:40 to 08:49,8.666666666666666,520.0,18.0
Estonia,2010,Household and family care and related travel,Household & family care,From 08:50 to 08:59,8.833333333333334,530.0,18.0
Estonia,2010,Household and family care and related travel,Household & family care,From 09:00 to 09:09,9.0,540.0,19.7
Estonia,2010,Household and family care and related travel,Household & family care,From 09:10 to 09:19,9.166666666666666,550.0,20.7
Estonia,2010,Household and family care and related travel,Household & family care,From 09:20 to 09:29,9.333333333333334,560.0,21.3
Estonia,2010,Household and family care and related travel,Household & family care,From 09:30 to 09:39,9.5,570.0,21.9
Estonia,2010,Household and family care and related travel,Household & family care,From 09:40 to 09:49,9.666666666666666,580.0,23.1
Estonia,2010,Household and family care and related travel,Household & family care,From 09:50 to 09:59,9.833333333333334,590.0,24.2
Estonia,2010,Household and family care and related travel,Household & family care,From 10:00 to 10:09,10.0,600.0,26.8
Estonia,2010,Household and family care and related travel,Household & family care,From 10:10 to 10:19,10.166666666666666,610.0,27.6
Estonia,2010,Household and family care and related travel,Household & family care,From 10:20 to 10:29,10.333333333333334,620.0,27.5
Estonia,2010,Household and family care and related travel,Household & family care,From 10:30 to 10:39,10.5,630.0,28.1
Estonia,2010,Household and family care and related travel,Household & family care,From 10:40 to 10:49,10.666666666666666,640.0,28.7
Estonia,2010,Household and family care and related travel,Household & family care,From 10:50 to 10:59,10.833333333333334,650.0,29.2
Estonia,2010,Household and family care and related travel,Household & family care,From 11:00 to 11:09,11.0,660.0,30.5
Estonia,2010,Household and family care and related travel,Household & family care,From 11:10 to 11:19,11.166666666666666,670.0,30.6
Estonia,2010,Household and family care and related travel,Household & family care,From 11:20 to 11:29,11.333333333333334,680.0,31.0
Estonia,2010,Household and family care and related travel,Household & family care,From 11:30 to 11:39,11.5,690.0,31.4
Estonia,2010,Household and family care and related travel,Household & family care,From 11:40 to 11:49,11.666666666666666,700.0,31.1
Estonia,2010,Household and family care and related travel,Household & family care,From 11:50 to 11:59,11.833333333333334,710.0,30.5
Estonia,2010,Household and family care and related travel,Household & family care,From 12:00 to 12:09,12.0,720.0,30.6
Estonia,2010,Household and family care and related travel,Household & family care,From 12:10 to 12:19,12.166666666666666,730.0,30.6
Estonia,2010,Household and family care and related travel,Household & family care,From 12:20 to 12:29,12.333333333333334,740.0,30.4
Estonia,2010,Household and family care and related travel,Household & family care,From 12:30 to 12:39,12.5,750.0,30.3
Estonia,2010,Household and family care and related travel,Household & family care,From 12:40 to 12:49,12.666666666666666,760.0,30.1
Estonia,2010,Household and family care and related travel,Household & family care,From 12:50 to 12:59,12.833333333333334,770.0,29.7
Estonia,2010,Household and family care and related travel,Household & family care,From 13:00 to 13:09,13.0,780.0,29.6
Estonia,2010,Household and family care and related travel,Household & family care,From 13:10 to 13:19,13.166666666666666,790.0,29.6
Estonia,2010,Household and family care and related travel,Household & family care,From 13:20 to 13:29,13.333333333333334,800.0,29.0
Estonia,2010,Household and family care and related travel,Household & family care,From 13:30 to 13:39,13.5,810.0,29.7
Estonia,2010,Household and family care and related travel,Household & family care,From 13:40 to 13:49,13.666666666666666,820.0,29.4
Estonia,2010,Household and family care and related travel,Household & family care,From 13:50 to 13:59,13.833333333333334,830.0,28.8
Estonia,2010,Household and family care and related travel,Household & family care,From 14:00 to 14:09,14.0,840.0,29.0
Estonia,2010,Household and family care and related travel,Household & family care,From 14:10 to 14:19,14.166666666666666,850.0,29.1
Estonia,2010,Household and family care and related travel,Household & family care,From 14:20 to 14:29,14.333333333333334,860.0,28.5
Estonia,2010,Household and family care and related travel,Household & family care,From 14:30 to 14:39,14.5,870.0,28.7
Estonia,2010,Household and family care and related travel,Household & family care,From 14:40 to 14:49,14.666666666666666,880.0,28.7
Estonia,2010,Household and family care and related travel,Household & family care,From 14:50 to 14:59,14.833333333333334,890.0,27.1
Estonia,2010,Household and family care and related travel,Household & family care,From 15:00 to 15:09,15.0,900.0,26.6
Estonia,2010,Household and family care and related travel,Household & family care,From 15:10 to 15:19,15.166666666666666,910.0,26.5
Estonia,2010,Household and family care and related travel,Household & family care,From 15:20 to 15:29,15.333333333333334,920.0,27.3
Estonia,2010,Household and family care and related travel,Household & family care,From 15:30 to 15:39,15.5,930.0,27.0
Estonia,2010,Household and family care and related travel,Household & family care,From 15:40 to 15:49,15.666666666666666,940.0,27.2
Estonia,2010,Household and family care and related travel,Household & family care,From 15:50 to 15:59,15.833333333333334,950.0,26.4
Estonia,2010,Household and family care and related travel,Household & family care,From 16:00 to 16:09,16.0,960.0,28.1
Estonia,2010,Household and family care and related travel,Household & family care,From 16:10 to 16:19,16.166666666666668,970.0,28.1
Estonia,2010,Household and family care and related travel,Household & family care,From 16:20 to 16:29,16.333333333333332,980.0,28.6
Estonia,2010,Household and family care and related travel,Household & family care,From 16:30 to 16:39,16.5,990.0,28.2
Estonia,2010,Household and family care and related travel,Household & family care,From 16:40 to 16:49,16.666666666666668,1000.0,28.5
Estonia,2010,Household and family care and related travel,Household & family care,From 16:50 to 16:59,16.833333333333332,1010.0,28.5
Estonia,2010,Household and family care and related travel,Household & family care,From 17:00 to 17:09,17.0,1020.0,29.2
Estonia,2010,Household and family care and related travel,Household & family care,From 17:10 to 17:19,17.166666666666668,1030.0,29.5
Estonia,2010,Household and family care and related travel,Household & family care,From 17:20 to 17:29,17.333333333333332,1040.0,29.3
Estonia,2010,Household and family care and related travel,Household & family care,From 17:30 to 17:39,17.5,1050.0,29.2
Estonia,2010,Household and family care and related travel,Household & family care,From 17:40 to 17:49,17.666666666666668,1060.0,29.2
Estonia,2010,Household and family care and related travel,Household & family care,From 17:50 to 17:59,17.833333333333332,1070.0,29.0
Estonia,2010,Household and family care and related travel,Household & family care,From 18:00 to 18:09,18.0,1080.0,28.6
Estonia,2010,Household and family care and related travel,Household & family care,From 18:10 to 18:19,18.166666666666668,1090.0,28.4
Estonia,2010,Household and family care and related travel,Household & family care,From 18:20 to 18:29,18.333333333333332,1100.0,27.8
Estonia,2010,Household and family care and related travel,Household & family care,From 18:30 to 18:39,18.5,1110.0,28.4
Estonia,2010,Household and family care and related travel,Household & family care,From 18:40 to 18:49,18.666666666666668,1120.0,27.2
Estonia,2010,Household and family care and related travel,Household & family care,From 18:50 to 18:59,18.833333333333332,1130.0,25.6
Estonia,2010,Household and family care and related travel,Household & family care,From 19:00 to 19:09,19.0,1140.0,23.4
Estonia,2010,Household and family care and related travel,Household & family care,From 19:10 to 19:19,19.166666666666668,1150.0,22.6
Estonia,2010,Household and family care and related travel,Household & family care,From 19:20 to 19:29,19.333333333333332,1160.0,21.7
Estonia,2010,Household and family care and related travel,Household & family care,From 19:30 to 19:39,19.5,1170.0,20.8
Estonia,2010,Household and family care and related travel,Household & family care,From 19:40 to 19:49,19.666666666666668,1180.0,20.9
Estonia,2010,Household and family care and related travel,Household & family care,From 19:50 to 19:59,19.833333333333332,1190.0,19.5
Estonia,2010,Household and family care and related travel,Household & family care,From 20:00 to 20:09,20.0,1200.0,18.5
Estonia,2010,Household and family care and related travel,Household & family care,From 20:10 to 20:19,20.166666666666668,1210.0,18.4
Estonia,2010,Household and family care and related travel,Household & family care,From 20:20 to 20:29,20.333333333333332,1220.0,17.7
Estonia,2010,"Leisure, social and associative life except TV and video",Leisure (social),From 04:00 to 04:09,4.0,240.0,0.5
Estonia,2010,"Leisure, social and associative life except TV and video",Leisure (social),From 04:10 to 04:19,4.166666666666667,250.0,0.5
Estonia,2010,"Leisure, social and associative life except TV and video",Leisure (social),From 04:20 to 04:29,4.333333333333333,260.0,0.5
